SrcBytes,SIntPktMax,Proto_arp,Proto_icmp,Proto_ipv6-icmp,Proto_tcp,Proto_udp,State_CLO,State_CON,State_ECO,State_FIN,State_INT,State_NRS,State_REQ,State_RST,State_TST,State_URH,State_URHPRO
9120.0,908.8031,9.739857e-05,1.0000902,0.0,2.0591958e-06,0.0,5.1164905e-05,0.50000006,1.0000373,1.4137832e-05,2.3397848e-05,0.0,0.0,7.377704e-05,0.0,5.0738214e-05,0.0
6120.0,811.464,7.6676384e-05,1.0072106e-05,0.000112595946,0.9999991,8.899911e-05,3.4561315e-05,0.50000006,1.3378974e-05,0.0,4.9791957e-05,2.735395e-05,0.0,0.99996245,9.556836e-05,3.8457452e-05,3.7924583e-05
735.0002,30030.766,0.03627771,0.00047525705,0.06098605,0.49999997,0.0019194757,0.012780455,0.02201534,0.038430423,0.0012676155,0.034498997,0.029262774,0.015255502,1.021005,0.0003400226,0.02556213,0.50000006
6120.0,808.25696,4.569107e-05,8.43922e-05,4.0492472e-05,1.0000031,7.472286e-05,2.65621e-05,0.50000006,9.5706295e-05,5.677185e-06,0.00013953939,1.345434e-05,2.263539e-05,1.0000107,6.0584647e-05,8.40564e-05,3.4607987e-05
774.0,15340.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85.00005,4.1843563e-05,0.0,0.00011235926,0.0,0.5,0.0,2.3104789e-05,1.0000676,0.0,2.1442774e-07,0.0,0.0,7.955029e-06,4.309727e-06,5.1509476e-05,4.644583e-05,1.4969256e-05
85.08763,96921.78,0.033891715,0.033418566,0.0085267285,0.5,0.50000006,0.017137919,1.0372821,0.0048314263,0.03839143,0.04507475,0.039315138,0.0057068225,0.06381114,0.035702094,0.027659543,0.013369208
6120.0,911.8401,6.024443e-07,4.1542935e-06,0.00012002209,1.0001138,2.9410512e-05,5.7726702e-05,0.50000006,7.8081444e-05,7.527751e-05,0.0,0.0,0.0,1.0000217,8.311883e-06,7.587417e-05,2.7380782e-05
241.9755,53247.98,0.50000006,0.029514436,0.00089422683,1.026071,0.0019851634,0.022813512,0.032770805,0.0055265296,0.020775015,0.028880289,0.0015464398,0.01282214,0.5,0.0049278666,0.060468562,0.0014569206
7735.0,198.338,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2472.9763,22695.55,0.50000006,0.0023597737,0.028256532,1.019704,0.50000006,0.00772952,0.98046625,0.01483822,0.016770568,0.009205108,0.07755186,0.031303633,0.0007358939,0.02513694,0.02813287,0.060199108
3056.7605,59999.207,2143.6711,2222.0208,524.9339,7633.0903,0.0,1174.65,2572.1843,6472.999,1186.3856,6302.1455,1136.6788,1869.5746,3413.289,547.8241,3360.1619,5932.993
1264.0172,203.66121,0.5000001,0.0012872957,0.008263335,1.062187,0.015750807,6.878856e-05,0.002277657,0.009077037,0.021450704,0.028146725,0.08749876,0.007534394,1.0557052,0.031206496,0.03386054,0.50000006
665.92035,15234.534,0.50000006,0.03191977,0.0484097,1.0803379,0.06545725,0.07201643,0.08085659,0.034662735,0.024153009,0.004195943,0.00025066544,0.5,0.059863996,0.05043702,0.00079162675,0.036054567
6120.0,802.003,7.906863e-06,1.2155465e-05,7.899452e-05,1.0000505,5.777013e-05,0.00010931091,0.50000006,4.8166225e-05,2.2721362e-05,8.040588e-06,2.0585403e-05,0.0,1.0001049,4.2201096e-05,9.5937634e-05,0.000103369275
167.0,49720.863,0.50000006,6.474514e-05,1.0356632e-05,1.0000648,3.4442983e-05,0.00010700891,0.999947,0.00010435009,0.00010551584,9.918713e-05,3.3353273e-05,2.2151036e-05,0.0001527737,3.2944008e-05,0.0,0.0
774.0,27596.176,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
828.15826,103.38152,0.0846667,0.01898533,0.044538546,0.5,0.0222606,0.0607534,0.50000006,0.04738598,0.50000006,0.045437302,0.056792837,0.06865019,0.9585487,0.032852948,0.021436295,0.09158958
119.99993,0.7305,6.425477e-05,3.08672e-05,2.4278046e-05,0.9999565,5.17451e-05,0.0,3.5713914e-05,5.719122e-05,2.0737712e-05,1.6304833e-05,6.097778e-05,3.018517e-05,1.0000019,0.0,5.300861e-06,9.0600886e-05
1282.0,1003.907,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
