SrcBytes,SIntPktMax,Proto_arp,Proto_icmp,Proto_ipv6-icmp,Proto_tcp,Proto_udp,State_CLO,State_CON,State_ECO,State_FIN,State_INT,State_NRS,State_REQ,State_RST,State_TST,State_URH,State_URHPRO
1.3490964,-0.66015685,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.65352196,-0.66574144,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.65834236,0.9473391,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.65352196,-0.6659254,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.6185336,0.13530926,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.74862534,-0.71518064,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
-0.75153846,4.740259,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.65352196,-0.65998256,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.75153846,2.2600942,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.0279729,-0.7009181,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
-0.06096528,0.45870635,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
-0.64511555,-0.13860567,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-0.2939489,-0.55044574,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.73814535,0.03463923,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.65352196,-0.6662842,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.75153846,2.2945051,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
-0.6464389,0.8105209,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.62564725,-0.65419424,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.75153846,-0.6883729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.31341267,-0.61584646,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.65352196,-0.6605934,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.493308,-0.5411865,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
-0.024837032,-0.49884713,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.65352196,-0.66458046,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.5607915,-0.6676167,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1.5471033,0.27505723,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.9709358,0.7898106,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
-0.68796843,-0.15123293,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
-0.2533175,0.29047775,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3.1465665e-05,0.45797032,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
-0.026870687,-0.5182323,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-0.54795706,2.7739713,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.05854827,0.7268209,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
-0.6357483,-0.6624756,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.019793674,-0.51544654,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2.0465257,-0.6509553,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
