SrcBytes,SIntPktMax,Proto_arp,Proto_icmp,Proto_ipv6-icmp,Proto_tcp,Proto_udp,State_CLO,State_CON,State_ECO,State_FIN,State_INT,State_NRS,State_REQ,State_RST,State_TST,State_URH,State_URHPRO,label
1.3490964446878986,-0.6601568228584426,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
0.6535219801431185,-0.6657414177188357,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
-0.5950341837147619,1.010647257745684,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
0.6535219801431185,-0.665925411757374,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
-0.5859917156756798,0.16785117575303107,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
-0.7457419843661309,-0.7122972451240275,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
-0.7457419843661309,4.848361293213967,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
0.6535219801431185,-0.6599825821677532,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
-0.7093402540549542,2.342678955773582,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
1.0279729002230584,-0.7009180715613175,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
-0.19206471058848595,0.589805788675725,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
-0.6451155451619861,-0.1386056688858816,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
-0.47238121980003234,-0.7006145703253125,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
-0.6110323963992919,0.1617522352251931,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2
0.6535219801431185,-0.6662842202129456,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
-0.7267296156685736,2.140319707471548,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
-0.5859917156756798,0.8709680715126897,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
-0.5734713753138737,-0.7063701356362339,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
-0.7376269489464419,-0.7122352253062352,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
-0.4682077730127637,-0.6547004558359458,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
0.6535219801431185,-0.6605933712336338,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
0.49330799514297075,-0.5411865185046366,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
-0.0960754344813063,-0.5505079651617605,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
0.6535219801431185,-0.6645804824616411,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2
3.560791383785451,-0.6676166996470124,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
1.5471033089283126,0.2750572214219976,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
0.9709357941303864,0.7898105788070277,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
-0.6101049637798989,-0.07336948383617536,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
-0.5080873756466644,0.06844448075041161,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2
-0.10024888126857498,0.5454068280883718,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
-0.0960754344813063,-0.5793529176986213,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
-0.6374642260519935,2.6844642622456134,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
-0.20249832755665767,0.5828708141193306,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2
-0.5859917156756798,-0.7122321845566116,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
